p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Print_Pattern_Type,Sustainable,Knit_or_Woven,Fabric,Fabric_Purity,brandID
12631352.0,Inddus Purple & Golden Silk Blend Woven Design Banarasi Saree,4699.0,Purple,Inddus,1644.0,4.472019465,Traditional,Ethnic Motifs,Regular,Knitted and Woven,Silk Blend,,363
12696136.0,H&M Women Black Cotton Jersey Cycling Shorts,699.0,Black,H&M,1028.0,4.559338521,Casual,Solid,Regular,Knitted,Cotton,,323
13179468.0,DressBerry Women Magenta & White Floral Printed Basic Jumpsuit,2199.0,Magenta,DressBerry,282.0,4.124113475,Casual,Printed,Regular,Knitted and Woven,Polyester,,220
13791594.0,Anouk Women Yellow & White Printed Kurta with Palazzos,1999.0,Yellow,Anouk,7012.0,4.245864233,Daily,Floral,Regular,Woven,Pure Cotton,,76
14006530.0,Mast & Harbour Women Navy Blue Boyfriend Fit Stretchable Jeans,1699.0,Navy Blue,Mast & Harbour,621.0,4.07568438,Casual,Solid,Regular,Knitted and Woven,Cotton,,534
14861658.0,Kvsfab Women Multicoloured Handloom Cotton Unstitched Dress Material,3199.0,Multi,Kvsfab,108.0,4.361111111,Daily,Striped,Regular,Knitted and Woven,Pure Cotton,,449
14964708.0,Dupatta Bazaar Orange & Green Dyed Art Silk Bandhani Dupatta,899.0,Orange,Dupatta Bazaar,30.0,4.366666667,Daily,Bandhani,Regular,Woven,Art Silk,,221
15249734.0,Berrylush Women Enchanting Sea Green 3 Piece Printed Jumpsuit,3200.0,Sea Green,Berrylush,75.0,3.8,Casual,Printed,Regular,Knitted and Woven,Polyester,,118
15302810.0,STREET 9 Maroon Floral Georgette Fitted Crop Top,1599.0,Maroon,STREET 9,2824.0,4.268413598,Casual,Floral,Regular,Woven,Polyester,,750
18743884.0,FABPIXEL Orange & Gold-Toned Embroidered Sequinned Shibori Semi-Stitched Lehenga & Unstitched Blouse With,9999.0,Orange,FABPIXEL,14.0,4.0,Casual,Embroidered,Regular,Woven,Organza,,244
18873480.0,Purple State Women Black Solid Single-Breasted Casual Blazer,3499.0,Black,Purple State,5.0,4.6,Casual,Solid,Regular,Knitted and Woven,Polyester,,659
18977850.0,Popwings Women Black Solid Pencil  Skirts,1299.0,Black,Popwings,9.0,4.222222222,Casual,Solid,Regular,Knitted,Polyester,,647
18998722.0,KALINI Red Floral Print Tie-Up Neck Top,1999.0,Red,KALINI,,,Ethnic,Floral,Regular,Knitted,Viscose Rayon,,408
1454592.0,Mast & Harbour Women Black Formal Trousers,2199.0,Black,Mast & Harbour,1581.0,3.931688805,Formal,Solid,Regular,Woven,Cotton,,534
